id,city_name,locality_city,locality_town,area_usable,area_total,rooms,floor_is,floor_max,has_balcony,has_elevator,condition_name,listing_quality_score,locality_gpsPrecisionScore,price_current,other_model_estimated_price,our_model_predicted_price,other_model_error,our_model_error,better_model,prediction_error,prediction_error_pct,offer_type,is_active,date_archived
253,Trenčín,Trenčín,,75.0,75.0,3.0,3.0,7.0,b'\x01',b'\x01',Čiastočná rekonštrukcia,10,10.0,165000.0,149545.32,151369.83015096062,15454.679999999993,13630.169849039376,Our Model,-13630.169849039376,-8.26,1,b'\x01',
256,Bratislava,Bratislava,,284.0,284.0,5.0,,,b'\x00',b'\x00',other,0,0.0,2009700.0,,1314498.1771674466,,695201.8228325534,No estimate available,-695201.8228325534,-34.59,1,b'\x01',
257,Bratislava,Bratislava,,195.0,195.0,4.0,8.0,9.0,b'\x00',b'\x00',Novostavba,2,2.0,849900.0,1071497.47,787105.2956364129,221597.46999999997,62794.70436358708,Our Model,-62794.70436358708,-7.39,1,b'\x01',
259,Bratislava,Bratislava,,78.0,78.0,2.0,2.0,2.0,b'\x01',b'\x00',Novostavba,0,0.0,242000.0,,225063.01483265118,,16936.985167348816,No estimate available,-16936.985167348816,-7.0,1,b'\x01',
260,Bratislava,Bratislava,,60.0,60.0,2.0,2.0,2.0,b'\x00',b'\x01',Novostavba,0,0.0,231000.0,265534.38,206420.49775366505,34534.380000000005,24579.502246334945,Our Model,-24579.502246334945,-10.64,1,b'\x01',
265,Banská Bystrica,Banská Bystrica,,120.0,129.44,4.0,5.0,,b'\x01',b'\x00',Novostavba,10,10.0,295400.0,,320429.33431731974,,25029.334317319735,No estimate available,25029.334317319735,8.47,1,b'\x01',
266,Trenčín,Trenčín,,73.0,83.4,3.0,1.0,1.0,b'\x01',b'\x00',Vo výstavbe / Projekt,0,0.0,186600.0,203974.43,186246.95100851377,17374.429999999993,353.04899148622644,Our Model,-353.04899148622644,-0.19,1,b'\x01',
267,Nové Zámky,,Nové Zámky,84.0,92.0,3.0,2.0,7.0,b'\x01',b'\x00',Kompletná rekonštrukcia,10,10.0,140000.0,172845.52,144080.91324080198,32845.51999999999,4080.9132408019796,Our Model,4080.9132408019796,2.91,1,b'\x01',
268,Piešťany,,Piešťany,67.0,74.13,2.0,6.0,1.0,b'\x01',b'\x01',Kompletná rekonštrukcia,10,10.0,137000.0,,164275.03574228665,,27275.03574228665,No estimate available,27275.03574228665,19.91,1,b'\x01',
275,Bratislava,Bratislava,,50.0,50.0,1.0,1.0,3.0,b'\x00',b'\x01',Novostavba,0,0.0,235000.0,,230852.40994079132,,4147.590059208684,No estimate available,-4147.590059208684,-1.76,1,b'\x01',
276,Bratislava,Bratislava,,169.0,169.0,5.0,0.0,10.0,b'\x00',b'\x01',Novostavba,10,10.0,590000.0,,226254.42395800358,,363745.5760419964,No estimate available,-363745.5760419964,-61.65,1,b'\x01',
281,Levice,,Levice,69.0,69.0,3.0,11.0,13.0,b'\x00',b'\x01',Čiastočná rekonštrukcia,0,0.0,109000.0,99356.6,107941.83978392214,9643.399999999994,1058.1602160778566,Our Model,-1058.1602160778566,-0.97,1,b'\x01',
283,Pezinok,,Pezinok,61.0,61.0,3.0,2.0,3.0,b'\x01',b'\x01',Novostavba,0,0.0,232000.0,223327.64,207765.4926670636,8672.359999999986,24234.507332936395,Other Model,-24234.507332936395,-10.45,1,b'\x01',
288,Prešov,Prešov,,54.0,54.0,2.0,0.0,0.0,b'\x00',b'\x00',Čiastočná rekonštrukcia,0,0.0,160000.0,156057.8,150761.35136348958,3942.2000000000116,9238.648636510421,Other Model,-9238.648636510421,-5.77,1,b'\x01',
289,Poprad,,Poprad,62.0,62.0,2.0,9.0,11.0,b'\x01',b'\x01',Novostavba,0,0.0,199990.0,259363.31,208719.34703112618,59373.31,8729.347031126177,Our Model,8729.347031126177,4.36,1,b'\x01',
291,Prievidza,,Prievidza,58.0,58.0,2.0,0.0,4.0,b'\x00',b'\x00',Čiastočná rekonštrukcia,0,0.0,90000.0,90651.3,83976.82487223716,651.3000000000029,6023.1751277628355,Other Model,-6023.1751277628355,-6.69,1,b'\x01',
292,Trnava,Trnava,,26.0,31.53,1.0,2.0,6.0,b'\x01',b'\x01',Novostavba,1,1.0,162461.0,,146030.82309155178,,16430.176908448222,No estimate available,-16430.176908448222,-10.11,1,b'\x01',
295,Bratislava,Bratislava,,68.0,77.0,3.0,4.0,5.0,b'\x01',b'\x01',Novostavba,0,0.0,289900.0,,352680.29597437615,,62780.295974376146,No estimate available,62780.295974376146,21.66,1,b'\x01',
297,Bratislava,Bratislava,,126.0,146.0,4.0,0.0,2.0,b'\x01',b'\x00',Novostavba,0,0.0,365000.0,468513.35,182632.2459902321,103513.34999999998,182367.7540097679,Other Model,-182367.7540097679,-49.96,1,b'\x01',
300,Bratislava,Bratislava,,88.0,96.0,3.0,7.0,24.0,b'\x01',b'\x01',Čiastočná rekonštrukcia,1,1.0,347000.0,338057.92,350039.3520716534,8942.080000000016,3039.3520716534113,Our Model,3039.3520716534113,0.88,1,b'\x01',
302,Žilina,Žilina,,60.0,60.0,2.0,2.0,8.0,b'\x00',b'\x00',Novostavba,10,10.0,211900.0,247851.34,178750.39861471497,35951.34,33149.60138528503,Our Model,-33149.60138528503,-15.64,1,b'\x01',
304,Žilina,Žilina,,103.0,103.0,4.0,3.0,8.0,b'\x00',b'\x01',Novostavba,0,0.0,324900.0,356556.96,298841.2069376245,31656.96000000002,26058.79306237551,Our Model,-26058.79306237551,-8.02,1,b'\x01',
307,Nové Zámky,,Nové Zámky,82.0,82.0,3.0,,,b'\x00',b'\x00',Pôvodný stav,0,0.0,115000.0,124803.7,106995.60618329866,9803.699999999997,8004.39381670134,Our Model,-8004.39381670134,-6.96,1,b'\x01',
311,Bratislava,Bratislava,,80.0,80.0,3.0,2.0,0.0,b'\x01',b'\x01',Novostavba,0,0.0,443000.0,354905.75,302473.90175593115,88094.25,140526.09824406885,Other Model,-140526.09824406885,-31.72,1,b'\x01',
312,Bratislava,Bratislava,,68.0,68.0,2.0,2.0,7.0,b'\x01',b'\x00',Novostavba,0,0.0,320000.0,345499.09,266880.8427538962,25499.090000000026,53119.1572461038,Other Model,-53119.1572461038,-16.6,1,b'\x01',
316,Trenčín,Trenčín,,44.0,70.12,2.0,0.0,0.0,b'\x01',b'\x00',Vo výstavbe / Projekt,0,0.0,146000.0,,149875.02068765895,,3875.020687658951,No estimate available,3875.020687658951,2.65,1,b'\x01',
320,Hlohovec,,Hlohovec,67.0,67.0,3.0,3.0,7.0,b'\x00',b'\x00',Čiastočná rekonštrukcia,0,0.0,145000.0,141456.65,129506.30602691066,3543.350000000006,15493.693973089335,Other Model,-15493.693973089335,-10.69,1,b'\x01',
322,Spišská Nová Ves,,Spišská Nová Ves,78.0,78.0,3.0,2.0,1.0,b'\x00',b'\x00',Novostavba,0,0.0,172900.0,173464.58,169866.03637397155,564.5799999999872,3033.963626028446,Other Model,-3033.963626028446,-1.75,1,b'\x01',
324,Dunajská Streda,,Dunajská Streda,84.0,96.1,3.0,2.0,5.0,b'\x01',b'\x00',Novostavba,10,10.0,158800.0,189125.35,179537.2560054166,30325.350000000006,20737.256005416595,Our Model,20737.256005416595,13.06,1,b'\x01',
328,Bratislava,Bratislava,,103.0,103.0,2.0,1.0,5.0,b'\x00',b'\x01',Vo výstavbe / Projekt,10,10.0,334647.0,,444611.2835482686,,109964.2835482686,No estimate available,109964.2835482686,32.86,1,b'\x01',
329,Banská Bystrica,,,54.0,63.0,2.0,2.0,5.0,b'\x01',b'\x01',Novostavba,0,0.0,157900.0,169543.04,156736.1416525401,11643.040000000008,1163.8583474599,Our Model,-1163.8583474599,-0.74,1,b'\x01',
331,Dunajská Streda,,Dunajská Streda,80.0,84.0,3.0,1.0,2.0,b'\x01',b'\x00',Novostavba,0,0.0,187000.0,184569.17,170871.50141613948,2430.829999999987,16128.49858386052,Other Model,-16128.49858386052,-8.62,1,b'\x01',
332,Liptovský Mikuláš,,Liptovský Mikuláš,79.0,89.0,4.0,2.0,2.0,b'\x01',b'\x00',Novostavba,1,1.0,261000.0,283202.52,211721.475903478,22202.52000000002,49278.524096521985,Other Model,-49278.524096521985,-18.88,1,b'\x01',
333,Lučenec,,Lučenec,36.0,36.0,2.0,3.0,5.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,74990.0,56292.96,67971.09576270629,18697.04,7018.904237293711,Our Model,-7018.904237293711,-9.36,1,b'\x01',
334,Nitra,,,88.0,114.45,3.0,1.0,2.0,b'\x01',b'\x00',Vo výstavbe / Projekt,0,0.0,214212.0,215990.2,243318.27117740625,1778.2000000000116,29106.271177406248,Other Model,29106.271177406248,13.59,1,b'\x01',
339,Banská Bystrica,Banská Bystrica,,40.0,42.0,2.0,1.0,4.0,b'\x00',b'\x01',Vo výstavbe / Projekt,0,0.0,149900.0,132006.01,152984.22623637103,17893.98999999999,3084.2262363710324,Our Model,3084.2262363710324,2.06,1,b'\x01',
345,Bratislava,Bratislava,,197.0,239.19,5.0,24.0,26.0,b'\x01',b'\x01',Novostavba,0,0.0,1099000.0,1050616.89,364923.2700194713,48383.1100000001,734076.7299805287,Other Model,-734076.7299805287,-66.79,1,b'\x01',
348,Bratislava,Bratislava,,95.0,95.0,4.0,0.0,0.0,b'\x01',b'\x00',Kompletná rekonštrukcia,10,10.0,340000.0,346366.26,296931.78288635646,6366.260000000009,43068.217113643535,Other Model,-43068.217113643535,-12.67,1,b'\x01',
349,Bratislava,Bratislava,,90.0,90.0,3.0,0.0,0.0,b'\x00',b'\x00',Kompletná rekonštrukcia,10,10.0,400000.0,449469.25,378900.4682698632,49469.25,21099.531730136776,Our Model,-21099.531730136776,-5.27,1,b'\x01',
351,Dunajská Streda,,Dunajská Streda,75.0,75.0,3.0,1.0,1.0,b'\x00',b'\x00',Novostavba,2,2.0,148000.0,166285.28,147269.82641394128,18285.28,730.1735860587214,Our Model,-730.1735860587214,-0.49,1,b'\x01',
352,Košice,Košice,,142.0,142.0,4.0,,3.0,b'\x00',b'\x00',Novostavba,0,0.0,436917.0,521011.13,377736.26617131615,84094.13,59180.73382868385,Our Model,-59180.73382868385,-13.55,1,b'\x01',
353,Košice,Košice,,47.0,47.0,2.0,,3.0,b'\x00',b'\x00',Novostavba,0,0.0,230750.0,241560.69,193737.50680332,10810.690000000002,37012.49319668001,Other Model,-37012.49319668001,-16.04,1,b'\x01',
354,Košice,Košice,,89.0,89.0,3.0,,3.0,b'\x00',b'\x00',Novostavba,0,0.0,330750.0,397151.85,317746.3412906091,66401.84999999998,13003.658709390904,Our Model,-13003.658709390904,-3.93,1,b'\x01',
355,Nitra,Nitra,,119.0,129.5,4.0,1.0,3.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,248900.0,275117.76,285840.8127514747,26217.76000000001,36940.812751474674,Other Model,36940.812751474674,14.84,1,b'\x01',
356,Trenčín,Trenčín,,157.0,157.0,5.0,1.0,5.0,b'\x00',b'\x01',Vo výstavbe / Projekt,1,1.0,442100.0,477732.84,254726.86074197368,35632.840000000026,187373.13925802632,Other Model,-187373.13925802632,-42.38,1,b'\x01',
359,Žilina,Žilina,,60.0,60.0,2.0,6.0,8.0,b'\x01',b'\x01',Novostavba,0,0.0,223900.0,240154.0,196534.42050568308,16254.0,27365.579494316917,Other Model,-27365.579494316917,-12.22,1,b'\x01',
365,Humenné,,Humenné,70.0,70.0,3.0,3.0,3.0,b'\x00',b'\x00',Čiastočná rekonštrukcia,2,2.0,111900.0,121156.9,101532.9196713069,9256.899999999994,10367.080328693104,Other Model,-10367.080328693104,-9.26,1,b'\x01',
366,Liptovský Mikuláš,,Liptovský Mikuláš,60.0,75.0,1.0,0.0,2.0,b'\x01',b'\x00',Novostavba,1,1.0,163000.0,200694.55,164775.9733999594,37694.54999999999,1775.9733999593882,Our Model,1775.9733999593882,1.09,1,b'\x01',
367,Pezinok,,Pezinok,70.0,261.54,2.0,1.0,3.0,b'\x01',b'\x01',Novostavba,0,0.0,215000.0,274865.87,265401.4018829964,59865.869999999995,50401.401882996375,Our Model,50401.401882996375,23.44,1,b'\x01',
368,Poprad,,Vysoké Tatry,42.0,42.0,2.0,4.0,,b'\x00',b'\x00',Pôvodný stav,0,0.0,395000.0,,219392.5208742943,,175607.4791257057,No estimate available,-175607.4791257057,-44.46,1,b'\x01',
369,Poprad,,Vysoké Tatry,103.0,113.0,4.0,3.0,3.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,329000.0,413838.06,313892.57686819957,84838.06,15107.423131800431,Our Model,-15107.423131800431,-4.59,1,b'\x01',
370,Prievidza,,Handlová,61.0,61.0,2.0,3.0,5.0,b'\x00',b'\x00',Čiastočná rekonštrukcia,0,0.0,63000.0,62759.38,70596.15404051861,240.62000000000262,7596.15404051861,Other Model,7596.15404051861,12.06,1,b'\x01',
372,Senec,,,95.0,112.5,3.0,0.0,1.0,b'\x01',b'\x00',Novostavba,0,0.0,169000.0,,180270.25405110774,,11270.254051107739,No estimate available,11270.254051107739,6.67,1,b'\x01',
373,Bratislava,Bratislava,,198.0,214.0,5.0,4.0,5.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,695000.0,,769444.0242942129,,74444.02429421293,No estimate available,74444.02429421293,10.71,1,b'\x01',
374,Bratislava,Bratislava,,70.0,70.0,2.0,2.0,3.0,b'\x00',b'\x01',Novostavba,2,2.0,215000.0,,257461.29805154883,,42461.29805154883,No estimate available,42461.29805154883,19.75,1,b'\x01',
375,Dubnica nad Váhom,,Nová Dubnica,55.0,55.0,2.0,4.0,5.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,122000.0,127069.49,117127.87148361585,5069.490000000005,4872.128516384153,Our Model,-4872.128516384153,-3.99,1,b'\x01',
376,Piešťany,,,37.0,45.0,1.0,6.0,7.0,b'\x01',b'\x01',Novostavba,0,0.0,152000.0,,140590.15084428742,,11409.849155712582,No estimate available,-11409.849155712582,-7.51,1,b'\x01',
499,,,Stupava,82.0,82.0,3.0,2.0,5.0,b'\x01',b'\x01',Vo výstavbe / Projekt,0,0.0,247090.0,269687.16,230318.0255904909,22597.159999999974,16771.9744095091,Our Model,-16771.9744095091,-6.79,1,b'\x01',
500,,,Stupava,100.0,100.0,4.0,3.0,3.0,b'\x01',b'\x01',Vo výstavbe / Projekt,0,0.0,303781.0,272784.24,304237.8506969642,30996.76000000001,456.8506969641894,Our Model,456.8506969641894,0.15,1,b'\x01',
502,Zvolen,,Zvolen,86.0,89.3,3.0,3.0,5.0,b'\x01',b'\x01',Novostavba,0,0.0,229050.0,,190453.29584490572,,38596.70415509428,No estimate available,-38596.70415509428,-16.85,1,b'\x01',
503,Bratislava,Bratislava,,320.0,320.0,5.0,5.0,6.0,b'\x00',b'\x01',Čiastočná rekonštrukcia,0,0.0,690000.0,,372005.2176722087,,317994.7823277913,No estimate available,-317994.7823277913,-46.09,1,b'\x01',
506,Nitra,Nitra,,56.0,56.0,2.0,2.0,2.0,b'\x00',b'\x00',Čiastočná rekonštrukcia,0,0.0,119700.0,148551.18,150896.6268623109,28851.179999999993,31196.62686231089,Other Model,31196.62686231089,26.06,1,b'\x01',
511,Banská Bystrica,Banská Bystrica,,213.0,296.41,4.0,,,b'\x01',b'\x00',Vo výstavbe / Projekt,10,10.0,449000.0,,287632.23237506,,161367.76762494002,No estimate available,-161367.76762494002,-35.94,1,b'\x01',
520,Trenčín,Trenčín,,59.0,59.0,2.0,1.0,,b'\x00',b'\x01',Novostavba,1,1.0,179900.0,192765.48,182589.6839729312,12865.48000000001,2689.683972931205,Our Model,2689.683972931205,1.5,1,b'\x01',
521,Bratislava,Bratislava,,76.0,78.0,4.0,3.0,4.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,299000.0,318879.51,274015.31240816007,19879.51000000001,24984.68759183993,Other Model,-24984.68759183993,-8.36,1,b'\x01',
526,Prešov,,,180.0,234.0,5.0,3.0,4.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,275000.0,,263780.66596077953,,11219.33403922047,No estimate available,-11219.33403922047,-4.08,1,b'\x01',
536,Bratislava,Bratislava,,42.0,43.52,2.0,7.0,8.0,b'\x01',b'\x00',Novostavba,1,1.0,227000.0,217076.46,192201.20131161442,9923.540000000008,34798.79868838558,Other Model,-34798.79868838558,-15.33,1,b'\x01',
548,Levice,,Levice,48.0,48.0,2.0,3.0,4.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,109990.0,93485.95,92102.55529541569,16504.050000000003,17887.44470458431,Other Model,-17887.44470458431,-16.26,1,b'\x01',
549,Martin,,Martin,71.0,81.22,2.0,2.0,7.0,b'\x01',b'\x01',Vo výstavbe / Projekt,0,0.0,192700.0,,170903.56183320069,,21796.438166799315,No estimate available,-21796.438166799315,-11.31,1,b'\x01',
552,Banská Bystrica,Banská Bystrica,,49.0,49.0,2.0,2.0,5.0,b'\x01',b'\x01',Novostavba,10,10.0,158980.0,166345.17,168813.72076564166,7365.170000000013,9833.720765641658,Other Model,9833.720765641658,6.19,1,b'\x01',
553,Martin,,Martin,97.0,117.14,3.0,2.0,7.0,b'\x01',b'\x01',Vo výstavbe / Projekt,0,0.0,264400.0,,221276.78575857065,,43123.21424142935,No estimate available,-43123.21424142935,-16.31,1,b'\x01',
560,Žilina,Žilina,,52.0,62.61,2.0,1.0,3.0,b'\x01',b'\x00',Novostavba,0,0.0,242000.0,185191.97,212352.43138181083,56808.03,29647.568618189165,Our Model,-29647.568618189165,-12.25,1,b'\x01',
567,Bratislava,Bratislava,,120.0,130.4,3.0,3.0,4.0,b'\x01',b'\x00',Novostavba,0,0.0,566000.0,494957.36,430377.65491577995,71042.64000000001,135622.34508422005,Other Model,-135622.34508422005,-23.96,1,b'\x01',
569,Liptovský Mikuláš,,Liptovský Mikuláš,107.0,122.0,4.0,1.0,1.0,b'\x01',b'\x00',Novostavba,0,0.0,279670.0,,359676.8728453769,,80006.8728453769,No estimate available,80006.8728453769,28.61,1,b'\x01',
573,Bratislava,Bratislava,,36.0,36.0,2.0,1.0,6.0,b'\x00',b'\x00',Kompletná rekonštrukcia,0,0.0,95000.0,,166759.23783329496,,71759.23783329496,No estimate available,71759.23783329496,75.54,1,b'\x01',
595,Nitra,Nitra,,152.0,152.0,3.0,4.0,4.0,b'\x00',b'\x01',Pôvodný stav,0,0.0,350000.0,391138.57,195044.98679809802,41138.57000000001,154955.01320190198,Other Model,-154955.01320190198,-44.27,1,b'\x01',
596,Bratislava,Bratislava,,98.0,127.22,3.0,4.0,7.0,b'\x01',b'\x00',Novostavba,0,0.0,321891.0,,462062.7408219142,,140171.74082191422,No estimate available,140171.74082191422,43.55,1,b'\x01',
606,Brezno,,Brezno,70.0,77.23,3.0,,,b'\x01',b'\x01',Novostavba,0,0.0,157900.0,,165619.41152965507,,7719.4115296550735,No estimate available,7719.4115296550735,4.89,1,b'\x01',
607,Revúca,,Tisovec,30.0,30.0,1.0,7.0,10.0,b'\x00',b'\x01',Čiastočná rekonštrukcia,0,0.0,23000.0,,42673.08272603771,,19673.082726037712,No estimate available,19673.082726037712,85.54,1,b'\x01',
616,Bratislava,Bratislava,,105.0,107.5,4.0,3.0,5.0,b'\x00',b'\x01',Kompletná rekonštrukcia,0,0.0,559500.0,524874.73,551408.0173073671,34625.27000000002,8091.982692632941,Our Model,-8091.982692632941,-1.45,1,b'\x01',
631,Bratislava,Bratislava,,92.0,108.08,3.0,0.0,1.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,770000.0,,367003.5222097642,,402996.4777902358,No estimate available,-402996.4777902358,-52.34,1,b'\x01',
632,Bratislava,Bratislava,,148.0,153.5,4.0,4.0,5.0,b'\x01',b'\x01',Kompletná rekonštrukcia,0,0.0,799000.0,707931.58,775561.5140494403,91068.42000000004,23438.485950559727,Our Model,-23438.485950559727,-2.93,1,b'\x01',
637,Nitra,Nitra,,56.0,56.0,2.0,2.0,6.0,b'\x00',b'\x01',Čiastočná rekonštrukcia,0,0.0,153000.0,150477.12,151408.51929482323,2522.8800000000047,1591.4807051767712,Our Model,-1591.4807051767712,-1.04,1,b'\x01',
638,Nitra,Nitra,,56.0,62.0,2.0,2.0,6.0,b'\x01',b'\x01',Pôvodný stav,0,0.0,153000.0,137499.28,150787.3240393187,15500.720000000001,2212.675960681314,Our Model,-2212.675960681314,-1.45,1,b'\x01',
652,Humenné,,,76.0,87.0,3.0,2.0,3.0,b'\x01',b'\x00',Kompletná rekonštrukcia,2,2.0,70000.0,,123823.76447338042,,53823.76447338042,No estimate available,53823.76447338042,76.89,1,b'\x01',
666,Bratislava,Bratislava,,145.0,181.83,4.0,4.0,4.0,b'\x01',b'\x01',Vo výstavbe / Projekt,2,2.0,443000.0,,293224.8997387244,,149775.1002612756,No estimate available,-149775.1002612756,-33.81,1,b'\x01',
670,Pezinok,,Pezinok,150.0,146.1,4.0,4.0,6.0,b'\x01',b'\x00',Novostavba,1,1.0,448790.0,411711.42,322603.4521580554,37078.580000000016,126186.54784194462,Other Model,-126186.54784194462,-28.12,1,b'\x01',
684,Bratislava,Bratislava,,249.0,249.0,4.0,8.0,9.0,b'\x00',b'\x00',Novostavba,2,2.0,879900.0,,413123.97760612867,,466776.02239387133,No estimate available,-466776.02239387133,-53.05,1,b'\x01',
685,Dunajská Streda,,Dunajská Streda,69.0,82.0,2.0,1.0,1.0,b'\x01',b'\x00',Vo výstavbe / Projekt,0,0.0,172200.0,139292.6,154445.1254197904,32907.399999999994,17754.87458020961,Our Model,-17754.87458020961,-10.31,1,b'\x01',
686,Trnava,,Sereď,68.0,73.37,3.0,3.0,6.0,b'\x01',b'\x01',Novostavba,0,0.0,234844.0,227303.28,165957.35570382234,7540.720000000001,68886.64429617766,Other Model,-68886.64429617766,-29.33,1,b'\x01',
691,Banská Bystrica,Banská Bystrica,,97.0,97.0,4.0,1.0,7.0,b'\x00',b'\x01',Čiastočná rekonštrukcia,0,0.0,215000.0,237447.83,204509.78949850218,22447.829999999987,10490.210501497815,Our Model,-10490.210501497815,-4.88,1,b'\x01',
694,Bratislava,Bratislava,,77.0,93.0,2.0,2.0,3.0,b'\x01',b'\x00',Novostavba,0,0.0,349990.0,385024.1,319547.12059556734,35034.09999999998,30442.879404432664,Our Model,-30442.879404432664,-8.7,1,b'\x01',
702,Liptovský Mikuláš,,Liptovský Mikuláš,40.0,50.0,2.0,2.0,0.0,b'\x01',b'\x00',Novostavba,10,10.0,159900.0,143986.96,184017.49851726415,15913.040000000008,24117.498517264146,Other Model,24117.498517264146,15.08,1,b'\x01',
707,Bratislava,Bratislava,,63.0,73.46,2.0,2.0,5.0,b'\x01',b'\x01',Vo výstavbe / Projekt,10,10.0,284900.0,306763.3,317882.4876363116,21863.29999999999,32982.48763631162,Other Model,32982.48763631162,11.58,1,b'\x01',
714,Bratislava,Bratislava,,80.0,80.0,3.0,1.0,5.0,b'\x01',b'\x01',Vo výstavbe / Projekt,1,1.0,378267.0,446409.61,259943.15233564412,68142.60999999999,118323.84766435588,Other Model,-118323.84766435588,-31.28,1,b'\x01',
720,Bratislava,Bratislava,,55.0,109.91,2.0,2.0,4.0,b'\x01',b'\x00',Čiastočná rekonštrukcia,0,0.0,280000.0,255641.17,335505.81827960117,24358.829999999987,55505.81827960117,Other Model,55505.81827960117,19.82,1,b'\x01',
725,Bratislava,Bratislava,,65.0,67.4,2.0,1.0,7.0,b'\x01',b'\x01',Novostavba,10,10.0,262900.0,,265424.3683814089,,2524.3683814089163,No estimate available,2524.3683814089163,0.96,1,b'\x01',
726,Bratislava,Bratislava,,301.0,490.0,4.0,9.0,9.0,b'\x01',b'\x01',Novostavba,0,0.0,985300.0,,414966.8718291685,,570333.1281708315,No estimate available,-570333.1281708315,-57.88,1,b'\x01',
734,Púchov,,Púchov,58.0,58.0,2.0,2.0,4.0,b'\x01',b'\x00',Kompletná rekonštrukcia,0,0.0,131500.0,142630.35,127032.75288768197,11130.350000000006,4467.247112318029,Our Model,-4467.247112318029,-3.4,1,b'\x01',
743,Bratislava,Bratislava,,51.0,58.14,2.0,2.0,5.0,b'\x01',b'\x01',Vo výstavbe / Projekt,0,0.0,245622.0,231467.45,264011.2493694666,14154.549999999988,18389.24936946662,Other Model,18389.24936946662,7.49,1,b'\x01',
745,Bratislava,Bratislava,,61.0,68.55,2.0,4.0,5.0,b'\x01',b'\x01',Novostavba,0,0.0,303672.0,277906.52,255984.43625641344,25765.47999999998,47687.563743586565,Other Model,-47687.563743586565,-15.7,1,b'\x01',
751,Ružomberok,,Ružomberok,54.0,55.23,2.0,2.0,4.0,b'\x01',b'\x00',Kompletná rekonštrukcia,2,2.0,160000.0,119712.23,151720.37695398464,40287.770000000004,8279.62304601536,Our Model,-8279.62304601536,-5.17,1,b'\x01',
764,Banská Bystrica,Banská Bystrica,,63.0,75.11,2.0,2.0,3.0,b'\x01',b'\x00',Vo výstavbe / Projekt,10,10.0,244900.0,187975.2,192317.70755994166,56924.79999999999,52582.29244005834,Our Model,-52582.29244005834,-21.47,1,b'\x01',
765,Banská Bystrica,Banská Bystrica,,129.0,143.34,5.0,2.0,3.0,b'\x01',b'\x00',Vo výstavbe / Projekt,10,10.0,439900.0,455222.93,403141.93177255505,15322.929999999993,36758.06822744495,Other Model,-36758.06822744495,-8.36,1,b'\x01',
766,Banská Bystrica,Banská Bystrica,,73.0,86.2,3.0,1.0,3.0,b'\x01',b'\x00',Vo výstavbe / Projekt,10,10.0,274900.0,219395.73,231463.0789102418,55504.26999999999,43436.921089758194,Our Model,-43436.921089758194,-15.8,1,b'\x01',
